Customer ID,total_spent,num_transactions,avg_transaction,age,gender,total_quantity,top_category,value_segment
CUST442,100,1,100.0,60,Female,4,Clothing,Medium-Value
CUST443,600,1,600.0,29,Male,2,Clothing,High-Value
CUST444,90,1,90.0,61,Female,3,Clothing,Low-Value
CUST445,300,1,300.0,53,Female,1,Electronics,Medium-Value
CUST446,50,1,50.0,21,Male,1,Electronics,Low-Value
CUST447,2000,1,2000.0,22,Male,4,Beauty,High-Value
CUST448,60,1,60.0,54,Female,2,Beauty,Low-Value
CUST449,200,1,200.0,25,Male,4,Electronics,Medium-Value
CUST450,50,1,50.0,59,Female,2,Beauty,Low-Value
CUST451,30,1,30.0,45,Female,1,Electronics,Low-Value
CUST452,1500,1,1500.0,48,Female,3,Clothing,High-Value
CUST453,1000,1,1000.0,26,Female,2,Clothing,High-Value
CUST454,25,1,25.0,46,Female,1,Beauty,Low-Value
CUST455,100,1,100.0,31,Male,4,Electronics,Medium-Value
CUST456,60,1,60.0,57,Male,2,Electronics,Low-Value
CUST457,900,1,900.0,58,Female,3,Beauty,High-Value
CUST458,100,1,100.0,39,Female,4,Electronics,Medium-Value
CUST459,1200,1,1200.0,28,Male,4,Clothing,High-Value
CUST460,50,1,50.0,40,Male,1,Beauty,Low-Value
CUST461,1000,1,1000.0,18,Female,2,Beauty,High-Value
CUST462,1200,1,1200.0,63,Male,4,Electronics,High-Value
CUST463,1500,1,1500.0,54,Female,3,Beauty,High-Value
CUST464,600,1,600.0,38,Male,2,Electronics,High-Value
CUST465,150,1,150.0,43,Female,3,Electronics,Medium-Value
CUST466,100,1,100.0,63,Male,4,Electronics,Medium-Value
CUST467,150,1,150.0,53,Female,3,Electronics,Medium-Value
CUST468,25,1,25.0,40,Male,1,Electronics,Low-Value
CUST469,75,1,75.0,18,Male,3,Beauty,Low-Value
CUST470,1000,1,1000.0,57,Female,2,Clothing,High-Value
CUST471,150,1,150.0,32,Male,3,Clothing,Medium-Value
CUST472,900,1,900.0,38,Female,3,Beauty,High-Value
CUST473,50,1,50.0,64,Male,1,Beauty,Low-Value
CUST474,1500,1,1500.0,26,Female,3,Clothing,High-Value
CUST475,75,1,75.0,26,Male,3,Clothing,Low-Value
CUST476,2000,1,2000.0,27,Female,4,Clothing,High-Value
CUST477,120,1,120.0,43,Male,4,Clothing,Medium-Value
CUST478,60,1,60.0,58,Female,2,Clothing,Low-Value
CUST479,1200,1,1200.0,52,Male,4,Electronics,High-Value
CUST480,2000,1,2000.0,42,Female,4,Beauty,High-Value
CUST481,1200,1,1200.0,43,Female,4,Electronics,High-Value
CUST482,1200,1,1200.0,28,Female,4,Clothing,High-Value
CUST483,30,1,30.0,55,Male,1,Clothing,Low-Value
CUST484,1200,1,1200.0,19,Female,4,Clothing,High-Value
CUST485,30,1,30.0,24,Male,1,Electronics,Low-Value
CUST486,25,1,25.0,35,Female,1,Electronics,Low-Value
CUST487,2000,1,2000.0,44,Male,4,Clothing,High-Value
CUST488,900,1,900.0,51,Female,3,Electronics,High-Value
CUST489,30,1,30.0,44,Male,1,Electronics,Low-Value
CUST490,150,1,150.0,34,Male,3,Clothing,Medium-Value
CUST491,900,1,900.0,60,Female,3,Electronics,High-Value
CUST492,100,1,100.0,61,Male,4,Beauty,Medium-Value
CUST493,50,1,50.0,41,Male,2,Beauty,Low-Value
CUST494,200,1,200.0,42,Female,4,Beauty,Medium-Value
CUST495,60,1,60.0,24,Male,2,Beauty,Low-Value
CUST496,600,1,600.0,23,Male,2,Clothing,High-Value
CUST497,120,1,120.0,41,Male,4,Clothing,Medium-Value
CUST498,100,1,100.0,50,Female,4,Clothing,Medium-Value
CUST499,60,1,60.0,46,Male,2,Beauty,Low-Value
CUST500,100,1,100.0,60,Female,4,Beauty,Medium-Value
CUST501,60,1,60.0,39,Male,2,Electronics,Low-Value
CUST502,150,1,150.0,43,Male,3,Electronics,Medium-Value
CUST503,2000,1,2000.0,45,Male,4,Beauty,High-Value
CUST504,150,1,150.0,38,Female,3,Beauty,Medium-Value
CUST505,50,1,50.0,24,Male,1,Beauty,Low-Value
CUST506,1500,1,1500.0,34,Male,3,Beauty,High-Value
CUST507,1500,1,1500.0,37,Female,3,Electronics,High-Value
CUST508,600,1,600.0,58,Male,2,Beauty,High-Value
CUST509,900,1,900.0,37,Female,3,Electronics,High-Value
CUST510,200,1,200.0,39,Female,4,Beauty,Medium-Value
CUST511,100,1,100.0,45,Male,2,Beauty,Medium-Value
CUST512,25,1,25.0,57,Female,1,Beauty,Low-Value
CUST513,100,1,100.0,24,Male,4,Electronics,Medium-Value
CUST514,300,1,300.0,18,Female,1,Electronics,Medium-Value
CUST515,900,1,900.0,49,Female,3,Clothing,High-Value
CUST516,100,1,100.0,30,Male,4,Beauty,Medium-Value
CUST517,100,1,100.0,47,Female,4,Clothing,Medium-Value
CUST518,30,1,30.0,40,Female,1,Clothing,Low-Value
CUST519,120,1,120.0,36,Female,4,Electronics,Medium-Value
CUST520,100,1,100.0,49,Female,4,Electronics,Medium-Value
CUST521,120,1,120.0,47,Female,4,Clothing,Medium-Value
CUST522,1500,1,1500.0,46,Male,3,Beauty,High-Value
CUST523,300,1,300.0,62,Female,1,Electronics,Medium-Value
CUST524,1200,1,1200.0,46,Male,4,Beauty,High-Value
CUST525,50,1,50.0,47,Female,2,Beauty,Low-Value
CUST526,100,1,100.0,33,Male,2,Clothing,Medium-Value
CUST527,50,1,50.0,57,Male,2,Clothing,Low-Value
CUST528,60,1,60.0,36,Female,2,Clothing,Low-Value
CUST529,150,1,150.0,35,Female,3,Clothing,Medium-Value
CUST530,120,1,120.0,18,Female,4,Electronics,Medium-Value
CUST531,500,1,500.0,31,Male,1,Electronics,Medium-Value
CUST532,120,1,120.0,64,Female,4,Clothing,Medium-Value
CUST533,1500,1,1500.0,19,Male,3,Electronics,High-Value
CUST534,1000,1,1000.0,45,Male,2,Clothing,High-Value
CUST535,90,1,90.0,47,Male,3,Beauty,Low-Value
CUST536,120,1,120.0,55,Female,4,Beauty,Medium-Value
CUST537,500,1,500.0,21,Female,1,Beauty,Medium-Value
CUST538,150,1,150.0,18,Male,3,Clothing,Medium-Value
CUST539,500,1,500.0,25,Male,1,Beauty,Medium-Value
CUST540,900,1,900.0,46,Female,3,Electronics,High-Value
CUST541,500,1,500.0,56,Male,1,Beauty,Medium-Value
CUST542,50,1,50.0,20,Female,1,Beauty,Low-Value
CUST543,600,1,600.0,49,Male,2,Beauty,High-Value
CUST544,25,1,25.0,27,Female,1,Electronics,Low-Value
CUST545,50,1,50.0,27,Male,2,Clothing,Low-Value
CUST546,200,1,200.0,36,Female,4,Electronics,Medium-Value
CUST547,2000,1,2000.0,63,Male,4,Clothing,High-Value
CUST548,60,1,60.0,51,Female,2,Clothing,Low-Value
CUST549,100,1,100.0,50,Female,2,Beauty,Medium-Value
CUST550,900,1,900.0,40,Male,3,Clothing,High-Value
CUST551,900,1,900.0,45,Male,3,Electronics,High-Value
CUST552,75,1,75.0,49,Female,3,Electronics,Low-Value
CUST553,1200,1,1200.0,24,Male,4,Clothing,High-Value
CUST554,150,1,150.0,46,Female,3,Beauty,Medium-Value
CUST555,300,1,300.0,25,Male,1,Beauty,Medium-Value
CUST556,50,1,50.0,18,Female,1,Electronics,Low-Value
CUST557,90,1,90.0,20,Female,3,Beauty,Low-Value
CUST558,25,1,25.0,41,Female,1,Clothing,Low-Value
CUST559,1200,1,1200.0,40,Female,4,Clothing,High-Value
CUST560,50,1,50.0,25,Female,1,Electronics,Low-Value
CUST561,2000,1,2000.0,64,Female,4,Clothing,High-Value
CUST562,50,1,50.0,54,Male,2,Electronics,Low-Value
CUST563,60,1,60.0,20,Male,2,Clothing,Low-Value
CUST564,100,1,100.0,50,Male,2,Electronics,Medium-Value
CUST565,60,1,60.0,45,Female,2,Beauty,Low-Value
CUST566,30,1,30.0,64,Female,1,Clothing,Low-Value
CUST567,900,1,900.0,25,Female,3,Clothing,High-Value
CUST568,300,1,300.0,51,Female,1,Electronics,Medium-Value
CUST569,200,1,200.0,52,Male,4,Electronics,Medium-Value
CUST570,500,1,500.0,49,Male,1,Clothing,Medium-Value
CUST571,50,1,50.0,41,Female,1,Electronics,Low-Value
CUST572,2000,1,2000.0,31,Male,4,Clothing,High-Value
CUST573,60,1,60.0,49,Male,2,Beauty,Low-Value
CUST574,50,1,50.0,63,Female,2,Electronics,Low-Value
CUST575,100,1,100.0,60,Male,2,Clothing,Medium-Value
CUST576,150,1,150.0,33,Female,3,Beauty,Medium-Value
CUST577,2000,1,2000.0,21,Male,4,Beauty,High-Value
CUST578,120,1,120.0,54,Female,4,Clothing,Medium-Value
CUST579,30,1,30.0,38,Female,1,Electronics,Low-Value
CUST580,1500,1,1500.0,31,Female,3,Clothing,High-Value
CUST581,60,1,60.0,48,Female,2,Beauty,Low-Value
CUST582,900,1,900.0,35,Male,3,Clothing,High-Value
CUST583,100,1,100.0,24,Female,4,Electronics,Medium-Value
CUST584,200,1,200.0,27,Female,4,Beauty,Medium-Value
CUST585,25,1,25.0,24,Female,1,Clothing,Low-Value
CUST586,50,1,50.0,50,Male,1,Electronics,Low-Value
CUST587,1200,1,1200.0,40,Female,4,Beauty,High-Value
CUST588,60,1,60.0,38,Male,2,Electronics,Low-Value
CUST589,1000,1,1000.0,36,Female,2,Beauty,High-Value
CUST590,900,1,900.0,36,Male,3,Clothing,High-Value
CUST591,100,1,100.0,53,Male,4,Electronics,Medium-Value
CUST592,2000,1,2000.0,46,Female,4,Beauty,High-Value
CUST593,60,1,60.0,35,Male,2,Electronics,Low-Value
CUST594,600,1,600.0,19,Female,2,Electronics,High-Value
CUST595,2000,1,2000.0,18,Female,4,Clothing,High-Value
CUST596,300,1,300.0,64,Female,1,Electronics,Medium-Value
CUST597,1200,1,1200.0,22,Male,4,Beauty,High-Value
CUST598,120,1,120.0,37,Male,4,Beauty,Medium-Value
CUST599,100,1,100.0,28,Female,2,Beauty,Medium-Value
CUST600,1000,1,1000.0,59,Female,2,Beauty,High-Value
CUST601,30,1,30.0,19,Male,1,Clothing,Low-Value
CUST602,300,1,300.0,20,Female,1,Electronics,Medium-Value
CUST603,90,1,90.0,40,Female,3,Clothing,Low-Value
CUST604,200,1,200.0,29,Female,4,Electronics,Medium-Value
CUST605,1000,1,1000.0,37,Male,2,Electronics,High-Value
CUST606,50,1,50.0,22,Male,1,Electronics,Low-Value
CUST607,75,1,75.0,54,Male,3,Clothing,Low-Value
CUST608,1500,1,1500.0,55,Female,3,Electronics,High-Value
CUST609,100,1,100.0,47,Female,2,Clothing,Medium-Value
CUST610,600,1,600.0,26,Female,2,Beauty,High-Value
CUST611,1500,1,1500.0,51,Male,3,Beauty,High-Value
CUST612,500,1,500.0,61,Female,1,Electronics,Medium-Value
CUST613,90,1,90.0,52,Female,3,Clothing,Low-Value
CUST614,1200,1,1200.0,39,Female,4,Beauty,High-Value
CUST615,100,1,100.0,61,Female,4,Clothing,Medium-Value
CUST616,100,1,100.0,41,Male,2,Clothing,Medium-Value
CUST617,30,1,30.0,34,Male,1,Electronics,Low-Value
CUST618,50,1,50.0,27,Female,1,Beauty,Low-Value
CUST619,100,1,100.0,47,Male,4,Electronics,Medium-Value
CUST620,75,1,75.0,63,Male,3,Electronics,Low-Value
CUST621,1000,1,1000.0,40,Female,2,Beauty,High-Value
CUST622,75,1,75.0,49,Female,3,Beauty,Low-Value
CUST623,150,1,150.0,34,Male,3,Clothing,Medium-Value
CUST624,900,1,900.0,34,Female,3,Beauty,High-Value
CUST625,300,1,300.0,31,Male,1,Clothing,Medium-Value
CUST626,2000,1,2000.0,26,Female,4,Clothing,High-Value
CUST627,50,1,50.0,57,Male,1,Clothing,Low-Value
CUST628,200,1,200.0,19,Female,4,Beauty,Medium-Value
CUST629,50,1,50.0,62,Male,2,Electronics,Low-Value
CUST630,100,1,100.0,42,Male,2,Clothing,Medium-Value
CUST631,90,1,90.0,56,Male,3,Electronics,Low-Value
CUST632,100,1,100.0,26,Female,4,Electronics,Medium-Value
CUST633,120,1,120.0,39,Male,4,Beauty,Medium-Value
CUST634,2000,1,2000.0,60,Male,4,Electronics,High-Value
CUST635,900,1,900.0,63,Female,3,Electronics,High-Value
CUST636,1500,1,1500.0,21,Female,3,Beauty,High-Value
CUST637,600,1,600.0,43,Male,2,Clothing,High-Value
CUST638,500,1,500.0,46,Male,1,Electronics,Medium-Value
CUST639,200,1,200.0,62,Female,4,Beauty,Medium-Value
CUST640,120,1,120.0,51,Female,4,Electronics,Medium-Value
CUST641,300,1,300.0,40,Female,1,Electronics,Medium-Value
CUST642,100,1,100.0,54,Female,4,Clothing,Medium-Value
CUST643,90,1,90.0,28,Female,3,Electronics,Low-Value
CUST644,75,1,75.0,23,Male,3,Beauty,Low-Value
CUST645,120,1,120.0,35,Female,4,Electronics,Medium-Value
CUST646,90,1,90.0,38,Male,3,Clothing,Low-Value
CUST647,1500,1,1500.0,59,Male,3,Clothing,High-Value
CUST648,1200,1,1200.0,53,Male,4,Beauty,High-Value
CUST649,600,1,600.0,58,Female,2,Clothing,High-Value
CUST650,30,1,30.0,55,Male,1,Electronics,Low-Value
CUST651,150,1,150.0,51,Male,3,Clothing,Medium-Value
CUST652,100,1,100.0,34,Female,2,Beauty,Medium-Value
CUST653,75,1,75.0,54,Male,3,Clothing,Low-Value
CUST654,75,1,75.0,42,Male,3,Clothing,Low-Value
CUST655,500,1,500.0,55,Female,1,Clothing,Medium-Value
CUST656,90,1,90.0,29,Male,3,Beauty,Low-Value
CUST657,25,1,25.0,40,Male,1,Clothing,Low-Value
CUST658,25,1,25.0,59,Male,1,Clothing,Low-Value
CUST659,30,1,30.0,39,Female,1,Electronics,Low-Value
CUST660,1000,1,1000.0,38,Female,2,Beauty,High-Value
CUST661,100,1,100.0,44,Female,4,Clothing,Medium-Value
CUST662,1000,1,1000.0,48,Male,2,Beauty,High-Value
CUST663,1200,1,1200.0,23,Male,4,Clothing,High-Value
CUST664,2000,1,2000.0,44,Female,4,Clothing,High-Value
CUST665,50,1,50.0,57,Male,1,Clothing,Low-Value
CUST666,150,1,150.0,51,Male,3,Electronics,Medium-Value
CUST667,500,1,500.0,29,Female,1,Electronics,Medium-Value
CUST668,150,1,150.0,62,Female,3,Electronics,Medium-Value
CUST669,1200,1,1200.0,24,Male,4,Beauty,High-Value
CUST670,30,1,30.0,27,Male,1,Beauty,Low-Value
CUST671,150,1,150.0,62,Male,3,Electronics,Medium-Value
CUST672,100,1,100.0,34,Female,2,Beauty,Medium-Value
CUST673,1500,1,1500.0,43,Female,3,Clothing,High-Value
CUST674,300,1,300.0,38,Female,1,Clothing,Medium-Value
CUST675,60,1,60.0,45,Female,2,Clothing,Low-Value
CUST676,1500,1,1500.0,63,Male,3,Electronics,High-Value
CUST677,1500,1,1500.0,19,Female,3,Beauty,High-Value
CUST678,900,1,900.0,60,Female,3,Electronics,High-Value
CUST679,90,1,90.0,18,Female,3,Beauty,Low-Value
CUST680,900,1,900.0,53,Female,3,Clothing,High-Value
CUST681,60,1,60.0,43,Female,2,Electronics,Low-Value
CUST682,1200,1,1200.0,46,Male,4,Beauty,High-Value
CUST683,1000,1,1000.0,38,Male,2,Beauty,High-Value
CUST684,1000,1,1000.0,28,Female,2,Clothing,High-Value
CUST685,50,1,50.0,57,Male,2,Electronics,Low-Value
CUST686,200,1,200.0,28,Female,4,Electronics,Medium-Value
CUST687,300,1,300.0,53,Female,1,Electronics,Medium-Value
CUST688,100,1,100.0,56,Male,4,Clothing,Medium-Value
CUST689,100,1,100.0,57,Male,2,Electronics,Medium-Value
CUST690,900,1,900.0,52,Female,3,Clothing,High-Value
CUST691,90,1,90.0,51,Female,3,Clothing,Low-Value
CUST692,100,1,100.0,64,Female,2,Clothing,Medium-Value
CUST693,1500,1,1500.0,41,Male,3,Beauty,High-Value
CUST694,50,1,50.0,39,Female,2,Electronics,Low-Value
CUST695,150,1,150.0,22,Female,3,Electronics,Medium-Value
CUST696,200,1,200.0,50,Female,4,Clothing,Medium-Value
CUST697,500,1,500.0,53,Male,1,Clothing,Medium-Value
CUST698,300,1,300.0,64,Female,1,Electronics,Medium-Value
CUST699,120,1,120.0,37,Female,4,Clothing,Medium-Value
CUST700,2000,1,2000.0,36,Male,4,Electronics,High-Value
CUST701,60,1,60.0,52,Female,2,Beauty,Low-Value
CUST702,600,1,600.0,60,Female,2,Clothing,High-Value
CUST703,100,1,100.0,34,Male,2,Electronics,Medium-Value
CUST704,90,1,90.0,62,Female,3,Clothing,Low-Value
CUST705,50,1,50.0,60,Male,2,Electronics,Low-Value
CUST706,100,1,100.0,51,Male,4,Electronics,Medium-Value
CUST707,500,1,500.0,26,Female,1,Clothing,Medium-Value
CUST708,900,1,900.0,43,Female,3,Beauty,High-Value
CUST709,1000,1,1000.0,19,Female,2,Electronics,High-Value
CUST710,1500,1,1500.0,26,Female,3,Electronics,High-Value
CUST711,1500,1,1500.0,26,Male,3,Electronics,High-Value
CUST712,50,1,50.0,57,Female,2,Beauty,Low-Value
CUST713,75,1,75.0,34,Male,3,Beauty,Low-Value
CUST714,500,1,500.0,18,Female,1,Clothing,Medium-Value
CUST715,100,1,100.0,42,Female,4,Beauty,Medium-Value
CUST716,1200,1,1200.0,60,Female,4,Clothing,High-Value
CUST717,500,1,500.0,57,Male,1,Clothing,Medium-Value
CUST718,75,1,75.0,59,Female,3,Beauty,Low-Value
CUST719,60,1,60.0,42,Female,2,Clothing,Low-Value
CUST720,1500,1,1500.0,56,Female,3,Beauty,High-Value
CUST721,500,1,500.0,52,Female,1,Clothing,Medium-Value
CUST722,900,1,900.0,20,Male,3,Beauty,High-Value
CUST723,200,1,200.0,54,Female,4,Beauty,Medium-Value
CUST724,150,1,150.0,61,Male,3,Clothing,Medium-Value
CUST725,300,1,300.0,61,Male,1,Electronics,Medium-Value
CUST726,1200,1,1200.0,47,Male,4,Clothing,High-Value
CUST727,900,1,900.0,55,Male,3,Beauty,High-Value
CUST728,150,1,150.0,51,Male,3,Electronics,Medium-Value
CUST729,1200,1,1200.0,29,Male,4,Clothing,High-Value
CUST730,50,1,50.0,36,Female,2,Clothing,Low-Value
CUST731,2000,1,2000.0,54,Male,4,Clothing,High-Value
CUST732,1000,1,1000.0,61,Male,2,Electronics,High-Value
CUST733,30,1,30.0,34,Male,1,Beauty,Low-Value
CUST734,30,1,30.0,27,Female,1,Clothing,Low-Value
CUST735,2000,1,2000.0,64,Female,4,Clothing,High-Value
CUST736,100,1,100.0,29,Male,4,Clothing,Medium-Value
CUST737,50,1,50.0,33,Female,1,Clothing,Low-Value
CUST738,100,1,100.0,41,Male,2,Clothing,Medium-Value
CUST739,25,1,25.0,36,Male,1,Beauty,Low-Value
CUST740,200,1,200.0,25,Female,4,Beauty,Medium-Value
CUST741,300,1,300.0,48,Male,1,Clothing,Medium-Value
CUST742,2000,1,2000.0,38,Female,4,Electronics,High-Value
CUST743,2000,1,2000.0,34,Female,4,Beauty,High-Value
CUST744,25,1,25.0,40,Male,1,Electronics,Low-Value
CUST745,100,1,100.0,54,Male,2,Beauty,Medium-Value
CUST746,90,1,90.0,33,Female,3,Clothing,Low-Value
CUST747,30,1,30.0,23,Male,1,Beauty,Low-Value
CUST748,150,1,150.0,25,Male,3,Clothing,Medium-Value
CUST749,30,1,30.0,42,Male,1,Beauty,Low-Value
CUST750,75,1,75.0,35,Female,3,Clothing,Low-Value
CUST751,50,1,50.0,42,Female,2,Clothing,Low-Value
CUST752,100,1,100.0,29,Male,2,Clothing,Medium-Value
CUST753,30,1,30.0,32,Female,1,Clothing,Low-Value
CUST754,100,1,100.0,43,Female,4,Electronics,Medium-Value
CUST755,75,1,75.0,58,Female,3,Clothing,Low-Value
CUST756,1200,1,1200.0,62,Female,4,Electronics,High-Value
CUST757,1200,1,1200.0,43,Female,4,Electronics,High-Value
CUST758,100,1,100.0,64,Male,4,Clothing,Medium-Value
CUST759,100,1,100.0,49,Male,2,Electronics,Medium-Value
CUST760,500,1,500.0,27,Male,1,Beauty,Medium-Value
CUST761,500,1,500.0,33,Female,1,Clothing,Medium-Value
CUST762,50,1,50.0,24,Female,2,Electronics,Low-Value
CUST763,50,1,50.0,34,Male,2,Clothing,Low-Value
CUST764,25,1,25.0,40,Female,1,Clothing,Low-Value
CUST765,200,1,200.0,43,Male,4,Clothing,Medium-Value
CUST766,900,1,900.0,38,Male,3,Electronics,High-Value
CUST767,75,1,75.0,39,Male,3,Beauty,Low-Value
CUST768,75,1,75.0,24,Female,3,Beauty,Low-Value
CUST769,120,1,120.0,31,Female,4,Electronics,Medium-Value
CUST770,50,1,50.0,32,Male,1,Clothing,Low-Value
CUST771,50,1,50.0,24,Male,2,Electronics,Low-Value
CUST772,30,1,30.0,26,Male,1,Electronics,Low-Value
CUST773,2000,1,2000.0,25,Male,4,Electronics,High-Value
CUST774,50,1,50.0,40,Female,2,Clothing,Low-Value
CUST775,100,1,100.0,46,Female,4,Electronics,Medium-Value
CUST776,90,1,90.0,35,Male,3,Clothing,Low-Value
CUST777,150,1,150.0,48,Male,3,Electronics,Medium-Value
CUST778,100,1,100.0,47,Female,4,Beauty,Medium-Value
CUST779,1000,1,1000.0,56,Female,2,Electronics,High-Value
CUST780,50,1,50.0,52,Male,2,Electronics,Low-Value
CUST781,500,1,500.0,35,Male,1,Beauty,Medium-Value
CUST782,900,1,900.0,59,Male,3,Clothing,High-Value
CUST783,300,1,300.0,56,Female,1,Clothing,Medium-Value
CUST784,500,1,500.0,34,Female,1,Electronics,Medium-Value
CUST785,200,1,200.0,31,Female,4,Beauty,Medium-Value
CUST786,100,1,100.0,48,Male,4,Clothing,Medium-Value
CUST787,25,1,25.0,41,Male,1,Electronics,Low-Value
CUST788,900,1,900.0,52,Female,3,Beauty,High-Value
CUST789,2000,1,2000.0,61,Female,4,Clothing,High-Value
CUST790,25,1,25.0,62,Male,1,Clothing,Low-Value
CUST791,25,1,25.0,51,Female,1,Beauty,Low-Value
CUST792,50,1,50.0,20,Female,1,Beauty,Low-Value
CUST793,30,1,30.0,54,Male,1,Beauty,Low-Value
CUST794,300,1,300.0,60,Female,1,Beauty,Medium-Value
CUST795,300,1,300.0,57,Male,1,Electronics,Medium-Value
CUST796,120,1,120.0,43,Male,4,Beauty,Medium-Value
CUST797,75,1,75.0,40,Male,3,Clothing,Low-Value
CUST798,50,1,50.0,61,Male,1,Clothing,Low-Value
CUST799,100,1,100.0,56,Male,2,Electronics,Medium-Value
CUST800,1200,1,1200.0,32,Male,4,Clothing,High-Value
CUST801,200,1,200.0,21,Male,4,Clothing,Medium-Value
CUST802,30,1,30.0,46,Female,1,Beauty,Low-Value
CUST803,100,1,100.0,39,Male,4,Clothing,Medium-Value
CUST804,30,1,30.0,42,Male,1,Electronics,Low-Value
CUST805,1500,1,1500.0,30,Female,3,Beauty,High-Value
CUST806,900,1,900.0,35,Female,3,Beauty,High-Value
CUST807,200,1,200.0,50,Female,4,Electronics,Medium-Value
CUST808,2000,1,2000.0,33,Male,4,Beauty,High-Value
CUST809,100,1,100.0,62,Female,2,Beauty,Medium-Value
CUST810,100,1,100.0,59,Male,4,Electronics,Medium-Value
CUST811,50,1,50.0,61,Male,2,Beauty,Low-Value
CUST812,75,1,75.0,19,Male,3,Electronics,Low-Value
CUST813,150,1,150.0,52,Male,3,Electronics,Medium-Value
CUST814,500,1,500.0,59,Female,1,Clothing,Medium-Value
CUST815,75,1,75.0,51,Female,3,Clothing,Low-Value
CUST816,1000,1,1000.0,47,Male,2,Beauty,High-Value
CUST817,200,1,200.0,30,Male,4,Beauty,Medium-Value
CUST818,500,1,500.0,30,Male,1,Electronics,Medium-Value
CUST819,100,1,100.0,35,Female,2,Beauty,Medium-Value
CUST820,200,1,200.0,49,Male,4,Electronics,Medium-Value
CUST821,300,1,300.0,49,Male,1,Electronics,Medium-Value
CUST822,150,1,150.0,52,Female,3,Beauty,Medium-Value
CUST823,100,1,100.0,56,Female,2,Electronics,Medium-Value
CUST824,120,1,120.0,63,Male,4,Clothing,Medium-Value
CUST825,25,1,25.0,46,Female,1,Beauty,Low-Value
CUST826,300,1,300.0,46,Female,1,Clothing,Medium-Value
CUST827,900,1,900.0,61,Male,3,Beauty,High-Value
CUST828,1200,1,1200.0,33,Female,4,Electronics,High-Value
CUST829,90,1,90.0,61,Male,3,Beauty,Low-Value
CUST830,150,1,150.0,64,Female,3,Clothing,Medium-Value
CUST831,100,1,100.0,27,Male,4,Electronics,Medium-Value
CUST832,2000,1,2000.0,47,Male,4,Beauty,High-Value
CUST833,200,1,200.0,42,Male,4,Beauty,Medium-Value
CUST834,60,1,60.0,56,Female,2,Beauty,Low-Value
CUST835,200,1,200.0,37,Male,4,Clothing,Medium-Value
CUST836,50,1,50.0,22,Female,1,Clothing,Low-Value
CUST837,90,1,90.0,18,Male,3,Beauty,Low-Value
CUST838,600,1,600.0,47,Male,2,Electronics,High-Value
CUST839,1200,1,1200.0,20,Female,4,Electronics,High-Value
CUST840,50,1,50.0,62,Male,2,Clothing,Low-Value
CUST841,100,1,100.0,31,Male,4,Electronics,Medium-Value
CUST842,600,1,600.0,47,Female,2,Clothing,High-Value
CUST843,1500,1,1500.0,21,Male,3,Beauty,High-Value
CUST844,150,1,150.0,35,Male,3,Clothing,Medium-Value
CUST845,500,1,500.0,54,Male,1,Clothing,Medium-Value
CUST846,50,1,50.0,42,Male,1,Beauty,Low-Value
CUST847,1200,1,1200.0,18,Female,4,Electronics,High-Value
CUST848,75,1,75.0,63,Female,3,Clothing,Low-Value
CUST849,50,1,50.0,32,Male,2,Clothing,Low-Value
CUST850,1000,1,1000.0,26,Female,2,Beauty,High-Value
CUST851,50,1,50.0,32,Male,2,Electronics,Low-Value
CUST852,300,1,300.0,41,Female,1,Clothing,Medium-Value
CUST853,1000,1,1000.0,21,Male,2,Beauty,High-Value
CUST854,50,1,50.0,29,Male,1,Clothing,Low-Value
CUST855,25,1,25.0,54,Male,1,Beauty,Low-Value
CUST856,120,1,120.0,54,Male,4,Electronics,Medium-Value
CUST857,50,1,50.0,60,Male,2,Electronics,Low-Value
CUST858,100,1,100.0,23,Male,2,Electronics,Medium-Value
CUST859,1500,1,1500.0,56,Female,3,Electronics,High-Value
CUST860,200,1,200.0,63,Male,4,Clothing,Medium-Value
CUST861,90,1,90.0,41,Female,3,Clothing,Low-Value
CUST862,1200,1,1200.0,28,Male,4,Electronics,High-Value
CUST863,50,1,50.0,30,Female,2,Electronics,Low-Value
CUST864,500,1,500.0,51,Female,1,Electronics,Medium-Value
CUST865,300,1,300.0,42,Female,1,Clothing,Medium-Value
CUST866,50,1,50.0,24,Male,1,Electronics,Low-Value
CUST867,500,1,500.0,21,Male,1,Electronics,Medium-Value
CUST868,300,1,300.0,25,Female,1,Electronics,Medium-Value
CUST869,1500,1,1500.0,37,Male,3,Beauty,High-Value
CUST870,120,1,120.0,46,Female,4,Electronics,Medium-Value
CUST871,60,1,60.0,62,Male,2,Beauty,Low-Value
CUST872,75,1,75.0,63,Female,3,Beauty,Low-Value
CUST873,100,1,100.0,27,Female,4,Electronics,Medium-Value
CUST874,30,1,30.0,60,Male,1,Beauty,Low-Value
CUST875,2000,1,2000.0,51,Female,4,Electronics,High-Value
CUST876,120,1,120.0,43,Male,4,Clothing,Medium-Value
CUST877,25,1,25.0,58,Female,1,Clothing,Low-Value
CUST878,30,1,30.0,20,Female,1,Clothing,Low-Value
CUST879,30,1,30.0,23,Male,1,Clothing,Low-Value
CUST880,1000,1,1000.0,22,Male,2,Beauty,High-Value
CUST881,300,1,300.0,22,Male,1,Electronics,Medium-Value
CUST882,50,1,50.0,64,Female,2,Electronics,Low-Value
CUST883,500,1,500.0,40,Male,1,Electronics,Medium-Value
CUST884,60,1,60.0,26,Female,2,Clothing,Low-Value
